ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_sf
190,RL,90.0,15750,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,2,1,TA,5,Typ,2,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD ,157000,2501.0
20,RL,0.0,9240,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,1,0,2,1,TA,6,Min1,1,Detchd,1972.0,Unf,2.0,576.0,TA,TA,Y,161,0,0,0,0,0,0,3,2006,WD ,144000,2075.0
20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,1979.0,RFn,2.0,478.0,TA,TA,Y,240,141,0,0,0,0,0,8,2007,WD ,192350,2612.0
20,RL,80.0,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,1.0,2,0,3,1,TA,6,Typ,1,Attchd,1966.0,RFn,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,10,2007,CWD,163500,2374.0
60,RL,86.0,11839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Attchd,1990.0,Unf,2.0,514.0,TA,TA,Y,192,121,0,0,0,0,0,5,2008,WD ,262280,3804.0
20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2002.0,RFn,2.0,532.0,TA,TA,Y,192,74,0,0,0,0,0,12,2008,WD ,214000,3072.0
20,RL,90.0,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Attchd,1956.0,Fin,2.0,470.0,TA,TA,Y,0,0,280,0,0,0,0,7,2006,WD ,230000,2884.0
60,RL,109.0,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,192,62,0,0,0,0,0,8,2007,New,280000,3235.0
20,C (all),65.0,6565,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Gd,Y,FuseA,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1985.0,Unf,2.0,720.0,TA,TA,Y,0,444,0,0,0,0,0,8,2007,WD ,140000,2146.0
60,RL,70.0,7700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,1,1,4,1,TA,7,Typ,1,Attchd,1966.0,Unf,2.0,442.0,TA,TA,Y,0,124,216,0,0,0,0,6,2010,WD ,155000,2595.0
50,C (all),63.0,4761,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,Unf,GasA,Fa,N,FuseP,0,0.0,0.0,1,0,2,1,Fa,5,Typ,0,No,0.0,No,0.0,0.0,No,No,N,0,0,105,0,0,0,0,10,2006,ConLD,64500,2040.0
60,RL,87.0,12361,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,1.0,2,1,3,1,Gd,8,Typ,1,2Types,2000.0,RFn,4.0,1017.0,TA,TA,Y,450,92,0,0,0,0,0,5,2010,WD ,218000,2748.0
80,RL,72.0,9720,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,TA,TA,CBlock,TA,Ex,Av,ALQ,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,2,0,3,1,TA,6,Typ,1,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD ,160000,2004.0
20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2007.0,RFn,2.0,598.0,TA,TA,Y,0,141,0,0,0,0,0,11,2007,New,208900,2676.0
20,RL,123.0,47007,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,No,No,No,No,No,GasA,TA,Y,SBrkr,0,0.0,0.0,3,1,5,1,Ex,11,Typ,2,Attchd,1959.0,Unf,2.0,624.0,TA,TA,Y,0,372,0,0,0,0,0,7,2008,WD ,284700,3820.0
160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,0,102,0,0,0,0,0,3,2008,WD ,146000,2081.0
120,RL,38.0,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,120,30,0,0,224,0,0,12,2008,WD ,245500,2548.0
45,RM,50.0,5000,Pave,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,0,0,101,0,0,0,0,4,2008,WD ,113000,2005.0
20,RL,129.0,16870,Pave,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,2004.0,Fin,3.0,932.0,TA,TA,Y,99,82,0,0,0,0,0,4,2009,WD ,296000,3564.0
20,RL,86.0,14157,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Attchd,2005.0,Fin,3.0,676.0,TA,TA,Y,178,51,0,0,0,0,0,7,2007,WD ,377426,3844.0
20,RL,96.0,12456,Pave,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Attchd,2008.0,Fin,3.0,786.0,TA,TA,Y,216,48,0,0,0,0,0,7,2009,WD ,337500,3418.0
20,RL,100.0,14836,Pave,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,2,1,Ex,8,Typ,1,Attchd,2004.0,Fin,3.0,949.0,TA,TA,Y,226,235,0,0,0,0,0,2,2009,WD ,552000,4984.0
50,RL,56.0,6956,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1948.0,Unf,1.0,265.0,TA,Po,Y,0,0,0,0,0,0,0,4,2006,WD ,97900,1560.0
20,FV,75.0,7862,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,2,1,Gd,4,Typ,0,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,0,102,0,0,0,0,0,9,2009,New,208300,2436.0
60,RL,0.0,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,318,32,0,0,0,0,0,9,2008,WD ,213000,2730.0
60,RL,57.0,8924,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,1998.0,Fin,2.0,527.0,TA,TA,Y,120,155,0,0,0,0,0,7,2008,WD ,188000,2604.0
20,RL,0.0,9610,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,0,0.0,0.0,1,1,3,1,TA,7,Typ,1,Attchd,1958.0,RFn,2.0,488.0,TA,TA,Y,80,0,0,0,0,0,0,12,2006,WD ,162000,2457.0
50,RM,75.0,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,0,0.0,0.0,1,1,4,1,TA,6,Typ,0,Attchd,1950.0,Unf,1.0,282.0,TA,TA,Y,289,0,0,0,0,0,0,6,2007,WD ,152000,2468.0
60,FV,100.0,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,0,136,0,0,0,0,0,5,2010,WD ,254900,2938.0
60,RL,43.0,14565,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,144,74,0,0,0,0,2000,11,2008,WD ,189000,2489.0
20,RL,56.0,18559,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,Rec,GasA,TA,Y,SBrkr,0,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,1978.0,Fin,2.0,550.0,TA,TA,Y,200,0,0,0,0,0,0,8,2008,WD ,235000,4112.0
190,RL,68.0,10880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasW,TA,N,SBrkr,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1950.0,Unf,1.0,240.0,TA,TA,Y,0,48,0,0,0,0,0,8,2008,ConLD,125000,2328.0
120,RL,24.0,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,1975.0,Unf,1.0,308.0,TA,TA,Y,0,30,0,0,0,0,0,6,2010,WD ,120000,1672.0
20,A (agr),125.0,31250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,1951,1951,Gable,CompShg,CBlock,VinylSd,None,0.0,TA,Fa,CBlock,No,No,No,No,No,GasA,TA,Y,FuseA,0,0.0,0.0,1,1,3,1,TA,6,Mod,0,Attchd,1951.0,Unf,1.0,270.0,Fa,TA,N,0,0,135,0,0,0,0,5,2006,WD ,81500,1600.0
90,RL,81.0,11841,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,No,0.0,No,0.0,0.0,No,No,Y,0,32,0,0,0,0,0,5,2007,WD ,118500,1632.0
20,FV,85.0,9187,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Attchd,2009.0,Fin,3.0,478.0,TA,TA,Y,195,130,0,0,0,0,0,10,2009,New,370878,3532.0
90,RH,82.0,6270,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,N,FuseA,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,2Types,1949.0,Unf,3.0,871.0,TA,TA,Y,0,0,0,0,0,0,0,8,2007,WD ,145000,3003.0
50,RL,0.0,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,1.0,1,1,3,1,Gd,8,Typ,2,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0,119,150,0,0,0,0,5,2008,WD ,311500,2752.0
120,RL,43.0,3087,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100,16,0,0,0,0,0,11,2006,New,210250,2584.0
60,RL,95.0,13450,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,8,Typ,0,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,146,91,0,0,0,0,0,6,2006,WD ,200000,2777.0
90,RL,75.0,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,No,No,No,No,No,GasA,TA,Y,SBrkr,0,0.0,0.0,2,0,4,2,Gd,8,Typ,0,Attchd,1977.0,Unf,2.0,539.0,TA,TA,Y,0,0,0,0,0,0,0,8,2009,COD,126000,1734.0
70,RL,80.0,8146,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,Detchd,1940.0,Unf,1.0,281.0,TA,TA,N,0,0,168,0,111,0,0,5,2009,WD ,114000,1444.0
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Detchd,1974.0,Unf,2.0,720.0,TA,TA,N,0,0,160,0,0,0,0,6,2009,WD ,87500,2187.0
60,RL,98.0,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,3,1,4,1,Ex,10,Typ,1,BuiltIn,2005.0,Fin,3.0,729.0,TA,TA,Y,120,32,0,0,0,0,0,7,2007,WD ,349265,3690.0
20,RL,76.0,10141,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,Rec,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2004.0,RFn,3.0,845.0,TA,TA,Y,210,36,0,0,0,0,0,1,2009,WD ,203000,3024.0
20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2001.0,RFn,2.0,527.0,TA,TA,Y,290,39,0,0,0,0,0,4,2009,WD ,189000,2888.0
60,FV,65.0,8127,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2003.0,RFn,2.0,628.0,TA,TA,Y,0,45,0,0,0,0,0,3,2009,WD ,209000,2465.0
70,RM,70.0,8400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,GasA,Gd,Y,FuseA,0,0.0,0.0,2,0,3,1,Ex,8,Typ,0,Detchd,1930.0,Unf,1.0,357.0,TA,TA,Y,0,235,0,0,0,0,0,6,2009,WD ,160000,2924.0
20,RL,44.0,10751,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,TA,CBlock,Fa,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1974.0,RFn,2.0,431.0,TA,TA,Y,136,47,0,0,0,0,0,8,2007,WD ,129000,2074.0
20,RL,77.0,10010,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,Gd,Y,SBrkr,0,1.0,0.0,1,0,2,1,TA,6,Typ,1,Attchd,1975.0,RFn,2.0,418.0,TA,TA,Y,240,38,0,0,0,0,0,4,2006,WD ,170000,2778.0
30,RL,40.0,4280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,N,SBrkr,0,0.0,0.0,1,0,2,1,Gd,4,Typ,1,Detchd,1990.0,Unf,1.0,352.0,Gd,TA,P,0,0,34,0,0,0,0,3,2007,WD ,90350,1134.0
50,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,FuseF,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,No,0.0,No,0.0,0.0,No,No,N,0,8,128,0,0,0,0,4,2008,WD ,79000,1668.0
20,RL,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1975.0,Unf,2.0,552.0,TA,TA,Y,256,0,0,0,0,0,0,7,2006,WD ,149900,1788.0
20,RL,63.0,7560,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,ALQ,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD ,123000,1728.0
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasW,Fa,N,SBrkr,0,1.0,0.0,2,0,4,2,TA,8,Min2,0,2Types,1920.0,Unf,3.0,779.0,Fa,Fa,N,0,0,90,0,0,0,0,5,2006,WD ,87000,2869.0
80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1977.0,Fin,1.0,358.0,TA,TA,Y,203,0,0,0,0,576,0,7,2008,WD ,171000,2214.0
50,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1950.0,Unf,1.0,288.0,TA,TA,Y,0,0,96,0,0,0,0,4,2008,WD ,119000,2284.0
